kode,nama,date,open,high,low,close,volume
OCAP,Onix Capital Tbk.,2025-10-20,159.0,159.0,159.0,159.0,0
OCAP,Onix Capital Tbk.,2025-10-21,159.0,159.0,159.0,159.0,0
OCAP,Onix Capital Tbk.,2025-10-22,159.0,159.0,159.0,159.0,0
OCAP,Onix Capital Tbk.,2025-10-23,159.0,159.0,159.0,159.0,0
OCAP,Onix Capital Tbk.,2025-10-24,,,,,
